trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
550,False,"{'a': 0.5, 'e': 0.8530467829390963}",20,0,-69.11636067475985,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
551,False,"{'a': 0.5, 'e': 0.8525245220595057}",25,14,-32.229416079857586,"{0: 5, 1: 4, 2: 2, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.8520014086554641}",35,0,-141.00856091603907,"{0: 23, 1: 5, 2: 4, 3: 1, 4: 2}",0
553,False,"{'a': 0.5, 'e': 0.8514774432500848}",30,0,-53.87407641824791,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 2}",0
554,False,"{'a': 0.5, 'e': 0.8509526263673333}",25,0,-141.3492050413061,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
555,False,"{'a': 0.5, 'e': 0.8504269585320262}",35,0,-188.52110163888366,"{0: 22, 1: 1, 2: 7, 3: 3, 4: 2}",0
556,False,"{'a': 0.5, 'e': 0.8499004402698315}",20,11,-18.78544439581231,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.8493730721072673}",20,0,-94.0030085405852,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
558,False,"{'a': 0.5, 'e': 0.8488448545717019}",25,0,-139.52060432204127,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
559,False,"{'a': 0.5, 'e': 0.8483157881913526}",20,0,-111.13494694648969,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
560,False,"{'a': 0.5, 'e': 0.8477858734952858}",20,0,-91.07716687722144,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
561,False,"{'a': 0.5, 'e': 0.8472551110134161}",35,0,-126.75306594926302,"{0: 24, 1: 2, 2: 5, 3: 3, 4: 1}",0
562,False,"{'a': 0.5, 'e': 0.846723501276506}",20,0,-60.29807235061472,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
563,False,"{'a': 0.5, 'e': 0.8461910448161652}",25,0,-132.33251630265354,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
564,False,"{'a': 0.5, 'e': 0.8456577421648501}",20,9,-8.763407694137666,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.8451235938558634}",20,0,-119.18070681535573,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
566,False,"{'a': 0.5, 'e': 0.8445886004233532}",30,6,-40.515355692429516,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 1}",1
567,False,"{'a': 0.5, 'e': 0.844052762402313}",20,0,-51.632039147294435,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
568,False,"{'a': 0.5, 'e': 0.8435160803285806}",20,0,-141.7384503937213,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
569,False,"{'a': 0.5, 'e': 0.8429785547388383}",30,4,-56.04381309208884,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 1}",1
570,False,"{'a': 0.5, 'e': 0.8424401861706114}",20,3,-3.7652207015567436,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.8419009751622687}",35,0,-196.70406688738643,"{0: 23, 1: 3, 2: 5, 3: 0, 4: 4}",0
572,False,"{'a': 0.5, 'e': 0.841360922253021}",25,0,-21.554467520833263,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
573,False,"{'a': 0.5, 'e': 0.840820027982921}",20,0,-55.83446943718028,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
574,False,"{'a': 0.5, 'e': 0.8402782928928632}",20,11,-10.053493875529323,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.8397357175245823}",30,16,-1.482194664963831,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.8391923024206541}",30,0,-92.07812779747161,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
577,False,"{'a': 0.5, 'e': 0.8386480481244933}",20,0,-135.2466842776001,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
578,False,"{'a': 0.5, 'e': 0.8381029551803544}",25,0,-77.7438743708273,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
579,False,"{'a': 0.5, 'e': 0.8375570241333301}",20,0,-147.0979401580878,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
580,False,"{'a': 0.5, 'e': 0.8370102555293514}",20,0,-164.0259854977666,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
581,False,"{'a': 0.5, 'e': 0.8364626499151869}",30,0,-225.13886527211113,"{0: 17, 1: 0, 2: 7, 3: 3, 4: 3}",0
582,False,"{'a': 0.5, 'e': 0.8359142078384423}",20,0,-57.217464563766455,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
583,False,"{'a': 0.5, 'e': 0.8353649298475594}",30,10,-117.63499867277295,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",1
584,False,"{'a': 0.5, 'e': 0.8348148164918164}",25,0,-163.3631383684999,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
585,False,"{'a': 0.5, 'e': 0.8342638683213264}",25,0,-73.4893943857199,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
586,False,"{'a': 0.5, 'e': 0.8337120858870376}",30,0,-58.621988057893006,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
587,False,"{'a': 0.5, 'e': 0.8331594697407324}",20,0,-49.779649181566334,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
588,False,"{'a': 0.5, 'e': 0.8326060204350269}",25,0,-156.0788628982918,"{0: 17, 1: 3, 2: 0, 3: 2, 4: 3}",0
589,False,"{'a': 0.5, 'e': 0.8320517385233703}",25,0,-67.64599796374259,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
590,False,"{'a': 0.5, 'e': 0.8314966245600446}",30,1,-127.8002182834826,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 2}",1
591,False,"{'a': 0.5, 'e': 0.8309406791001634}",25,0,-174.52393837117597,"{0: 12, 1: 1, 2: 9, 3: 1, 4: 2}",0
592,False,"{'a': 0.5, 'e': 0.8303839026996727}",25,0,-154.90553446202017,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
593,False,"{'a': 0.5, 'e': 0.8298262959153483}",25,20,6.293129577018525,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.8292678593047971}",20,0,-134.1366608554984,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
595,False,"{'a': 0.5, 'e': 0.8287085934264558}",35,17,-7.551941894477534,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.8281484988395901}",20,0,-82.57375488505699,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 0}",0
597,False,"{'a': 0.5, 'e': 0.8275875761042946}",30,0,-190.11890071149637,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 4}",0
598,False,"{'a': 0.5, 'e': 0.8270258257814919}",20,0,-10.061248804317403,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
599,False,"{'a': 0.5, 'e': 0.8264632484329323}",20,0,-161.92288086789142,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
600,False,"{'a': 0.5, 'e': 0.8258998446211931}",30,0,-149.36084098739045,"{0: 18, 1: 2, 2: 6, 3: 3, 4: 1}",0
601,False,"{'a': 0.5, 'e': 0.8253356149096783}",35,0,-71.81237600870499,"{0: 26, 1: 3, 2: 5, 3: 0, 4: 1}",0
602,False,"{'a': 0.5, 'e': 0.8247705598626173}",25,0,-48.34868717988955,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
603,False,"{'a': 0.5, 'e': 0.8242046800450651}",25,0,-185.32276848088895,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
604,False,"{'a': 0.5, 'e': 0.8236379760229016}",25,0,-104.95591139385601,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
605,False,"{'a': 0.5, 'e': 0.8230704483628307}",20,0,-59.86553420216306,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
606,False,"{'a': 0.5, 'e': 0.82250209763238}",20,0,-61.47045772863157,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
607,False,"{'a': 0.5, 'e': 0.8219329243999003}",30,7,-135.03227521768835,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 2}",1
608,False,"{'a': 0.5, 'e': 0.8213629292345646}",25,0,-54.025026743592385,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
609,False,"{'a': 0.5, 'e': 0.8207921127063681}",30,0,-49.70830878653657,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
610,False,"{'a': 0.5, 'e': 0.8202204753861273}",20,0,-34.26826957853555,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
611,False,"{'a': 0.5, 'e': 0.8196480178454795}",25,0,-34.92067025255562,"{0: 16, 1: 7, 2: 2, 3: 0, 4: 0}",0
612,False,"{'a': 0.5, 'e': 0.8190747406568822}",25,5,-4.399628041812177,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.8185006443936125}",20,0,-72.30176282911448,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
614,False,"{'a': 0.5, 'e': 0.8179257296297665}",25,8,-109.83475602218213,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 2}",1
615,False,"{'a': 0.5, 'e': 0.8173499969402591}",25,0,-191.522010692486,"{0: 14, 1: 4, 2: 1, 3: 3, 4: 3}",0
616,False,"{'a': 0.5, 'e': 0.8167734469008229}",30,0,-107.90856543262882,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",0
617,False,"{'a': 0.5, 'e': 0.8161960800880078}",20,5,-16.664885993133314,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.8156178970791806}",25,0,-242.09907121556932,"{0: 13, 1: 0, 2: 6, 3: 2, 4: 4}",0
619,False,"{'a': 0.5, 'e': 0.8150388984525244}",30,0,-89.98381238584867,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
620,False,"{'a': 0.5, 'e': 0.8144590847870377}",20,0,-56.128710392786786,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
621,False,"{'a': 0.5, 'e': 0.8138784566625339}",20,0,-38.23120272065929,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
622,False,"{'a': 0.5, 'e': 0.8132970146596414}",25,0,-181.7328494924625,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
623,False,"{'a': 0.5, 'e': 0.812714759359802}",30,0,-126.53264791826298,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
624,False,"{'a': 0.5, 'e': 0.812131691345271}",25,0,-144.80908739260525,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
625,False,"{'a': 0.5, 'e': 0.8115478111991162}",20,3,-107.77528771472684,"{0: 9, 1: 1, 2: 4, 3: 2, 4: 1}",1
626,False,"{'a': 0.5, 'e': 0.8109631195052179}",30,15,19.08180689260579,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.8103776168482677}",25,0,-58.04705033529254,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
628,False,"{'a': 0.5, 'e': 0.8097913038137682}",20,0,-69.95662150988956,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
629,False,"{'a': 0.5, 'e': 0.8092041809880323}",30,0,-105.03992578679667,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 3}",0
630,False,"{'a': 0.5, 'e': 0.8086162489581828}",20,0,-111.0660050778381,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
631,False,"{'a': 0.5, 'e': 0.8080275083121519}",30,12,-42.963080554777434,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
632,False,"{'a': 0.5, 'e': 0.8074379596386799}",20,9,-105.43411902150721,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 2}",1
633,False,"{'a': 0.5, 'e': 0.8068476035273155}",25,10,-15.129049832939776,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.806256440568415}",25,3,-68.40327948292546,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 1}",1
635,False,"{'a': 0.5, 'e': 0.8056644713531409}",20,0,-119.31519147241463,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
636,False,"{'a': 0.5, 'e': 0.8050716964734628}",20,0,-28.915194036779575,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
637,False,"{'a': 0.5, 'e': 0.8044781165221552}",30,0,-128.65370053658802,"{0: 17, 1: 3, 2: 7, 3: 3, 4: 0}",0
638,False,"{'a': 0.5, 'e': 0.8038837320927981}",35,0,-205.79992042282817,"{0: 22, 1: 3, 2: 6, 3: 0, 4: 4}",0
639,False,"{'a': 0.5, 'e': 0.8032885437797759}",30,0,-95.21493930146546,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
640,False,"{'a': 0.5, 'e': 0.8026925521782768}",30,0,-31.159609115688074,"{0: 22, 1: 5, 2: 2, 3: 1, 4: 0}",0
641,False,"{'a': 0.5, 'e': 0.8020957578842927}",20,0,-60.51845293294999,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
642,False,"{'a': 0.5, 'e': 0.8014981614946173}",20,0,-136.89667807241923,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
643,False,"{'a': 0.5, 'e': 0.8008997636068472}",20,0,-99.78045371502671,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",1
644,False,"{'a': 0.5, 'e': 0.8003005648193803}",20,9,-65.67918725395633,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 1}",1
645,False,"{'a': 0.5, 'e': 0.7997005657314152}",25,0,-54.30667696434398,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
646,False,"{'a': 0.5, 'e': 0.7990997669429512}",25,3,-59.23687058980637,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.7984981690547867}",25,0,-28.259988121572533,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
648,False,"{'a': 0.5, 'e': 0.7978957726685196}",20,0,-96.59817092212818,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
649,False,"{'a': 0.5, 'e': 0.7972925783865465}",20,0,-39.089024688257894,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
650,False,"{'a': 0.5, 'e': 0.7966885868120613}",20,0,-124.32503851893293,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
651,False,"{'a': 0.5, 'e': 0.7960837985490559}",20,0,-12.298164730410425,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
652,False,"{'a': 0.5, 'e': 0.795478214202318}",30,8,-140.88722407535667,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 2}",1
653,False,"{'a': 0.5, 'e': 0.7948718343774324}",30,0,-186.65350870003377,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
654,False,"{'a': 0.5, 'e': 0.7942646596807786}",20,0,-42.60180801416874,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
655,False,"{'a': 0.5, 'e': 0.7936566907195313}",30,0,-88.15145046565304,"{0: 22, 1: 3, 2: 2, 3: 2, 4: 1}",0
656,False,"{'a': 0.5, 'e': 0.7930479281016595}",25,0,-36.26944159352552,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
657,False,"{'a': 0.5, 'e': 0.7924383724359255}",20,9,-69.7275295289706,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 1}",1
658,False,"{'a': 0.5, 'e': 0.7918280243318853}",30,0,-95.01973399175581,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
659,False,"{'a': 0.5, 'e': 0.7912168843998866}",30,4,-52.013983415224466,"{0: 18, 1: 1, 2: 7, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.7906049532510695}",25,0,-49.88441706165963,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
661,False,"{'a': 0.5, 'e': 0.7899922314973651}",20,0,-71.98913856367457,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
662,False,"{'a': 0.5, 'e': 0.789378719751495}",30,0,-74.81017950322799,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
663,False,"{'a': 0.5, 'e': 0.7887644186269709}",25,0,-84.15270532933405,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
664,False,"{'a': 0.5, 'e': 0.7881493287380938}",30,0,-55.64133045962702,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",0
665,False,"{'a': 0.5, 'e': 0.7875334506999538}",35,0,-80.07003351220506,"{0: 26, 1: 2, 2: 6, 3: 0, 4: 1}",1
666,False,"{'a': 0.5, 'e': 0.7869167851284287}",20,11,-22.25903717616361,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.7862993326401839}",20,0,-60.889338276934104,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
668,False,"{'a': 0.5, 'e': 0.7856810938526722}",20,3,-1.4786612969507975,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.785062069384132}",25,0,-243.99101674139396,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 5}",0
670,False,"{'a': 0.5, 'e': 0.7844422598535878}",20,1,-5.368446663008734,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.7838216658808492}",20,3,-41.12175950161009,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.7832002880865101}",20,8,-12.525620136832952,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.7825781270919481}",20,5,-59.87214088593579,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
674,False,"{'a': 0.5, 'e': 0.7819551835193241}",20,3,-117.16220664618386,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 2}",1
675,False,"{'a': 0.5, 'e': 0.781331457991582}",35,0,-152.69776775261371,"{0: 21, 1: 5, 2: 7, 3: 0, 4: 2}",0
676,False,"{'a': 0.5, 'e': 0.7807069511324468}",25,0,-63.585158580636524,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
677,False,"{'a': 0.5, 'e': 0.7800816635664256}",20,12,-10.470919463516655,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.7794555959188059}",25,0,-69.86356956228269,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
679,False,"{'a': 0.5, 'e': 0.7788287488156552}",25,0,-127.7547818397982,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
680,False,"{'a': 0.5, 'e': 0.7782011228838206}",30,0,-96.68429747267368,"{0: 23, 1: 1, 2: 2, 3: 3, 4: 1}",0
681,False,"{'a': 0.5, 'e': 0.7775727187509279}",20,0,-95.94170553221585,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
682,False,"{'a': 0.5, 'e': 0.7769435370453812}",25,0,-134.3536910276648,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
683,False,"{'a': 0.5, 'e': 0.7763135783963624}",30,0,-92.19825394581298,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
684,False,"{'a': 0.5, 'e': 0.7756828434338298}",25,8,-118.54375013312702,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 3}",1
685,False,"{'a': 0.5, 'e': 0.7750513327885183}",30,0,-133.26434285175228,"{0: 15, 1: 4, 2: 9, 3: 2, 4: 0}",0
686,False,"{'a': 0.5, 'e': 0.7744190470919388}",20,0,-68.1171331895107,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
687,False,"{'a': 0.5, 'e': 0.7737859869763766}",25,0,-24.75529257120909,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
688,False,"{'a': 0.5, 'e': 0.7731521530748919}",20,0,-83.04987275066168,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",1
689,False,"{'a': 0.5, 'e': 0.7725175460213186}",35,2,-141.69567095962137,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 3}",1
690,False,"{'a': 0.5, 'e': 0.7718821664502636}",20,0,-90.21820207347743,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
691,False,"{'a': 0.5, 'e': 0.7712460149971065}",30,8,-117.01276656285178,"{0: 14, 1: 0, 2: 4, 3: 3, 4: 1}",1
692,False,"{'a': 0.5, 'e': 0.7706090922979988}",30,4,-43.15292565285782,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.7699713989898629}",20,0,-64.87500911670526,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
694,False,"{'a': 0.5, 'e': 0.7693329357103922}",20,9,-23.46320572770556,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.7686937030980499}",20,0,-170.82407014119778,"{0: 13, 1: 0, 2: 1, 3: 3, 4: 3}",0
696,False,"{'a': 0.5, 'e': 0.7680537017920686}",25,8,-168.72501873102732,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 3}",1
697,False,"{'a': 0.5, 'e': 0.7674129324324493}",25,0,-171.2790551281925,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
698,False,"{'a': 0.5, 'e': 0.7667713956599618}",20,0,-119.02224487299534,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
699,False,"{'a': 0.5, 'e': 0.7661290921161423}",25,0,-182.02216755913352,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
700,False,"{'a': 0.5, 'e': 0.7654860224432947}",30,0,-108.46644675775873,"{0: 22, 1: 1, 2: 3, 3: 3, 4: 1}",0
701,False,"{'a': 0.5, 'e': 0.7648421872844884}",25,0,-54.06820037527303,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
702,False,"{'a': 0.5, 'e': 0.7641975872835586}",20,9,-12.450693133025128,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.7635522230851051}",25,0,-31.094264379248465,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
704,False,"{'a': 0.5, 'e': 0.7629060953344922}",30,0,-131.82282944501193,"{0: 17, 1: 2, 2: 9, 3: 1, 4: 1}",0
705,False,"{'a': 0.5, 'e': 0.7622592046778476}",30,12,-74.72017184233836,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
706,False,"{'a': 0.5, 'e': 0.7616115517620617}",20,0,-65.05259084480295,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
707,False,"{'a': 0.5, 'e': 0.7609631372347876}",20,0,-22.214605936910647,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
708,False,"{'a': 0.5, 'e': 0.7603139617444397}",20,13,-13.64160510872905,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.7596640259401933}",25,0,-91.03849959170033,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
710,False,"{'a': 0.5, 'e': 0.7590133304719844}",20,0,-23.096927958202034,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
711,False,"{'a': 0.5, 'e': 0.7583618759905082}",20,0,-80.81662807261607,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.7577096631472192}",25,0,-59.560598450603315,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
713,False,"{'a': 0.5, 'e': 0.7570566925943303}",30,0,-83.25292374513477,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
714,False,"{'a': 0.5, 'e': 0.7564029649848117}",25,0,-30.538858074179856,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
715,False,"{'a': 0.5, 'e': 0.7557484809723913}",20,0,-54.365636667704216,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
716,False,"{'a': 0.5, 'e': 0.7550932412115529}",25,0,-88.53393804856084,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
717,False,"{'a': 0.5, 'e': 0.7544372463575362}",30,17,-4.065357144357012,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.753780497066336}",20,0,-73.69442013401029,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
719,False,"{'a': 0.5, 'e': 0.7531229939947015}",35,0,-147.3360145454038,"{0: 23, 1: 3, 2: 6, 3: 1, 4: 2}",0
720,False,"{'a': 0.5, 'e': 0.7524647378001358}",20,0,-30.735578756027532,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
721,False,"{'a': 0.5, 'e': 0.751805729140895}",20,0,-42.03736907518092,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
722,False,"{'a': 0.5, 'e': 0.7511459686759877}",20,0,-82.39190280930293,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
723,False,"{'a': 0.5, 'e': 0.7504854570651743}",25,3,-49.878084983271435,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
724,False,"{'a': 0.5, 'e': 0.7498241949689665}",30,0,-284.249842585697,"{0: 17, 1: 1, 2: 4, 3: 3, 4: 5}",0
725,False,"{'a': 0.5, 'e': 0.7491621830486261}",20,0,-63.688406719656086,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
726,False,"{'a': 0.5, 'e': 0.7484994219661651}",25,0,-72.63072760576195,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",1
727,False,"{'a': 0.5, 'e': 0.7478359123843445}",20,0,-165.58341117880403,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
728,False,"{'a': 0.5, 'e': 0.7471716549666739}",20,0,-61.58056281342578,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
729,False,"{'a': 0.5, 'e': 0.7465066503774105}",30,0,-184.41559517176873,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
730,False,"{'a': 0.5, 'e': 0.745840899281559}",25,0,-87.94516154216302,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
731,False,"{'a': 0.5, 'e': 0.7451744023448704}",35,0,-83.74138014462176,"{0: 27, 1: 0, 2: 4, 3: 4, 4: 0}",0
732,False,"{'a': 0.5, 'e': 0.7445071602338416}",25,2,-87.20688602703062,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 2}",1
733,False,"{'a': 0.5, 'e': 0.7438391736157144}",20,0,-19.34658142715189,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
